Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Channel Islands,CHI,81.688,81.883,82.071,82.252,82.429,82.6,82.766,82.928,83.086,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Chile,CHL,78.986,79.176,79.349,79.504,79.646,79.779,79.909,80.042,80.181,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,China,CHN,74.708,75.013,75.321,75.629,75.928,76.21,76.47,76.704,76.912,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Colombia,COL,75.655,75.882,76.105,76.322,76.531,76.732,76.925,77.109,77.287,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Comoros,COM,62.24,62.595,62.922,63.214,63.471,63.7,63.912,64.118,64.321,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Dem. Rep.",COD,57.427,57.914,58.381,58.828,59.254,59.655,60.026,60.368,60.681,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Congo, Rep.",COG,60.785,61.423,62.022,62.582,63.097,63.556,63.954,64.29,64.57,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Costa Rica,CRI,78.919,79.074,79.234,79.398,79.565,79.738,79.914,80.095,80.279,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cote d'Ivoire,CIV,53.62,54.271,54.906,55.508,56.065,56.567,57.017,57.422,57.783,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Croatia,HRV,76.77560976,76.92439024,77.12682927,77.47804878,77.27560976,78.02195122,77.82682927,78.07073171,78.42439024,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cuba,CUB,78.4,78.446,78.485,78.521,78.561,78.607,78.662,78.726,78.802,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Curacao,CUW,77.47317073,77.52439024,77.82682927,77.97560976,78.07560976,77.7195122,78.01707317,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Cyprus,CYP,79.621,79.812,79.999,80.178,80.35,80.513,80.672,80.828,80.982,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Czech Republic,CZE,77.87317073,78.07560976,78.17560976,78.82439024,78.57804878,79.02682927,78.97804878,79.02926829,79.12926829,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Denmark,DNK,79.8,80.05121951,80.3,80.7,80.70243902,80.85365854,81.10243902,80.95365854,81.20243902,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Djibouti,DJI,60.667,61.395,62.239,63.171,64.136,65.064,65.893,66.582,67.112,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Dominican Republic,DOM,72.284,72.523,72.763,73.003,73.241,73.471,73.689,73.892,74.081,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ecuador,ECU,75.289,75.495,75.707,75.923,76.143,76.365,76.584,76.8,77.01,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Egypt, Arab Rep.",EGY,70.543,70.736,70.928,71.117,71.302,71.482,71.656,71.825,71.99,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,El Salvador,SLV,71.449,71.692,71.935,72.175,72.412,72.644,72.872,73.096,73.317,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Equatorial Guinea,GNQ,55.945,56.288,56.642,57.001,57.359,57.713,58.061,58.402,58.735,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eritrea,ERI,62.732,63.238,63.726,64.201,64.664,65.111,65.538,65.941,66.321,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Estonia,EST,76.22926829,76.32682927,77.14146341,77.03414634,77.5902439,77.64146341,78.09268293,78.24390244,78.49756098,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Eswatini,SWZ,48.141,49.862,51.699,53.569,55.359,56.962,58.319,59.401,60.194,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ethiopia,ETH,62.505,63.281,63.961,64.547,65.048,65.482,65.872,66.24,66.597,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Faroe Islands,FRO,80.88780488,81.0902439,81.34146341,81.59268293,81.84390244,82.04390244,82.29512195,82.49512195,82.74634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Fiji,FJI,66.759,66.859,66.95,67.03,67.103,67.175,67.252,67.341,67.444,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Finland,FIN,80.47073171,80.62682927,80.97560976,81.1804878,81.4804878,81.42926829,81.63170732,81.73414634,81.78536585,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,France,FRA,82.11463415,81.96829268,82.2195122,82.7195122,82.32195122,82.57317073,82.57560976,82.72439024,82.57804878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,French Polynesia,PYF,75.844,76.074,76.307,76.546,76.787,77.024,77.251,77.462,77.657,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gabon,GAB,62.168,62.924,63.648,64.318,64.913,65.418,65.839,66.187,66.467,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Gambia, The",GMB,59.917,60.178,60.426,60.667,60.91,61.166,61.44,61.735,62.05,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Georgia,GEO,71.773,72.097,72.412,72.707,72.973,73.207,73.414,73.6,73.767,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Germany,DEU,80.43658537,80.53902439,80.4902439,81.0902439,80.64146341,80.9902439,80.99268293,80.89268293,80.94146341,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ghana,GHA,61.381,61.72,62.064,62.416,62.772,63.124,63.463,63.78,64.074,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greece,GRC,80.73170732,80.63414634,81.28536585,81.38536585,81.03658537,81.38780488,81.28780488,81.78780488,81.93902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Greenland,GRL,71.06243902,71.29902439,71.8304878,71.53841463,71.24634146,70.84878049,70.62243902,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Grenada,GRD,72.768,72.669,72.579,72.503,72.445,72.408,72.388,72.384,72.397,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guam,GUM,78.173,78.408,78.649,78.895,79.144,79.391,79.631,79.859,80.074,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guatemala,GTM,71.861,72.236,72.596,72.935,73.25,73.541,73.81,74.063,74.302,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea,GIN,57.387,57.905,58.447,59.016,59.598,60.17,60.706,61.185,61.602,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guinea-Bissau,GNB,55.144,55.645,56.117,56.556,56.959,57.328,57.673,58.003,58.322,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Guyana,GUY,68.321,68.575,68.819,69.049,69.262,69.454,69.624,69.774,69.906,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Haiti,HTI,60.879,61.26,61.658,62.069,62.485,62.896,63.29,63.66,64.001,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Honduras,HND,73.569,73.814,74.051,74.278,74.495,74.701,74.898,75.088,75.27,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Hong Kong SAR, China",HKG,83.42195122,83.4804878,83.83170732,83.9804878,84.27804878,84.22682927,84.6804878,84.93414634,85.07804878,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Hungary,HUN,74.85853659,75.06341463,75.56585366,75.76341463,75.56829268,76.06341463,75.81707317,76.06585366,76.02195122,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iceland,ISL,82.35853659,82.91707317,82.06097561,82.86097561,82.46829268,82.20487805,82.66097561,82.86097561,82.56097561,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,India,IND,67.13,67.545,67.931,68.286,68.607,68.897,69.165,69.416,69.656,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Indonesia,IDN,69.542,69.866,70.179,70.481,70.768,71.035,71.282,71.509,71.716,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Iran, Islamic Rep.",IRN,74.352,74.776,75.162,75.502,75.796,76.047,76.271,76.479,76.677,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Iraq,IRQ,68.848,69.148,69.437,69.7,69.929,70.122,70.294,70.454,70.604,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Ireland,IRL,80.74634146,80.84634146,80.94878049,81.34878049,81.45365854,81.65365854,82.15609756,82.25609756,82.30243902,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Israel,ISR,81.65609756,81.70487805,82.05609756,82.15365854,82.05121951,82.40731707,82.55121951,82.80243902,82.80487805,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Italy,ITA,82.18780488,82.23902439,82.6902439,83.0902439,82.54390244,83.24390244,82.94634146,83.34634146,83.19756098,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jamaica,JAM,74.012,74.001,74.01,74.042,74.098,74.175,74.267,74.368,74.475,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Japan,JPN,82.59121951,83.09609756,83.33195122,83.58780488,83.79390244,83.98487805,84.0997561,84.21097561,84.35634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Jordan,JOR,73.581,73.722,73.851,73.969,74.078,74.184,74.292,74.405,74.526,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kazakhstan,KAZ,68.69,69.52,70.62,71.44,71.97,72.41,72.95,73.15,73.18,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kenya,KEN,61.851,62.659,63.419,64.135,64.798,65.393,65.909,66.342,66.699,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kiribati,KIR,66.072,66.381,66.69,66.995,67.291,67.577,67.851,68.116,68.369,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Dem. People's Rep.",PRK,70.012,70.454,70.853,71.198,71.481,71.711,71.91,72.095,72.274,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Korea, Rep.",KOR,80.56829268,80.8195122,81.27073171,81.72195122,82.02439024,82.27560976,82.62682927,82.62682927,83.22682927,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kosovo,XKX,70.44390244,70.74390244,70.94390244,71.24390244,71.49512195,71.74390244,71.99512195,72.24390244,72.49512195,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kuwait,KWT,74.55,74.728,74.885,75.019,75.13,75.224,75.311,75.398,75.489,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Kyrgyz Republic,KGZ,69.60243902,70.00243902,70.20243902,70.40243902,70.65121951,70.95121951,71.2,71.4,71.6,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lao PDR,LAO,64.797,65.267,65.717,66.144,66.546,66.924,67.277,67.61,67.923,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Latvia,LVA,73.57560976,73.77804878,73.98292683,74.12439024,74.4804878,74.5804878,74.62926829,74.78292683,75.23902439,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lebanon,LBN,78.507,78.611,78.683,78.732,78.768,78.8,78.833,78.875,78.93,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lesotho,LSO,46.207,47.416,48.663,49.891,51.038,52.059,52.947,53.705,54.331,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liberia,LBR,60.146,60.663,61.186,61.723,62.269,62.802,63.295,63.73,64.104,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Libya,LBY,71.956,71.901,71.907,71.981,72.121,72.311,72.52,72.724,72.913,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Liechtenstein,LIE,81.79268293,82.38292683,82.26097561,82.07317073,82.65609756,82.25853659,83.74634146,83.04146341,83.04146341,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Lithuania,LTU,73.56341463,73.86341463,73.91463415,74.51707317,74.32195122,74.67073171,75.4804878,75.6804878,76.13414634,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Luxembourg,LUX,80.98780488,81.39268293,81.8,82.22926829,82.29268293,82.68536585,82.09512195,82.29512195,82.44634146,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Macao SAR, China",MAC,82.938,83.158,83.361,83.543,83.707,83.854,83.989,84.118,84.244,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Madagascar,MDG,63.836,64.28,64.713,65.133,65.539,65.931,66.311,66.681,67.041,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malawi,MWI,57.161,58.629,59.931,61.042,61.953,62.681,63.279,63.798,64.263,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malaysia,MYS,74.683,74.877,75.072,75.268,75.461,75.649,75.828,75.997,76.156,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Maldives,MDV,76.293,76.664,77.018,77.36,77.691,78.013,78.325,78.627,78.921,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mali,MLI,55.701,56.135,56.578,57.036,57.509,57.987,58.452,58.893,59.306,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Malta,MLT,80.74634146,80.74634146,81.74634146,82.04634146,81.89756098,82.45365854,82.34634146,82.44878049,82.6,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritania,MRT,62.799,63.079,63.366,63.654,63.936,64.208,64.464,64.704,64.925,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mauritius,MUS,73.26682927,73.86341463,74.01707317,74.19439024,74.35317073,74.39487805,74.51463415,74.41634146,74.23585366,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mexico,MEX,75.011,74.966,74.93,74.908,74.904,74.917,74.947,74.992,75.054,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,"Micronesia, Fed. Sts.",FSM,66.646,66.817,66.986,67.152,67.315,67.471,67.618,67.755,67.883,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Moldova,MDA,70.119,70.581,70.968,71.267,71.478,71.617,71.717,71.808,71.901,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mongolia,MNG,67.818,68.217,68.566,68.863,69.111,69.321,69.509,69.689,69.87,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Montenegro,MNE,75.505,75.823,76.089,76.297,76.452,76.568,76.667,76.77,76.884,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Morocco,MAR,74.696,74.97,75.227,75.477,75.726,75.974,76.218,76.453,76.68,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Mozambique,MOZ,53.043,53.931,54.949,56.062,57.206,58.309,59.309,60.163,60.854,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Myanmar,MMR,63.983,64.453,64.921,65.378,65.81,66.205,66.558,66.867,67.134,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Namibia,NAM,58.085,59.387,60.513,61.425,62.119,62.625,63.021,63.373,63.708,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nepal,NPL,68.028,68.426,68.806,69.168,69.515,69.848,70.169,70.478,70.778,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Netherlands,NLD,81.20487805,81.10487805,81.30487805,81.70731707,81.5097561,81.56097561,81.76097561,81.81219512,82.01219512,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Caledonia,NCL,76.63170732,77.07804878,77.17804878,77.23658537,77.2804878,76.93170732,77.53902439,77.43414634,77.63414634,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,New Zealand,NZL,80.90487805,81.15609756,81.40731707,81.40487805,81.45682927,81.61243902,81.65853659,81.85853659,81.70731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nicaragua,NIC,72.692,72.951,73.197,73.429,73.649,73.86,74.068,74.275,74.485,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Niger,NER,58.081,58.79,59.455,60.07,60.631,61.137,61.599,62.024,62.42,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Nigeria,NGA,51.346,51.786,52.228,52.672,53.112,53.541,53.95,54.332,54.687,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,North Macedonia,MKD,74.846,75.019,75.171,75.299,75.406,75.498,75.589,75.688,75.797,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Norway,NOR,81.29512195,81.45121951,81.75121951,82.1,82.30487805,82.40731707,82.6097561,82.75853659,82.90731707,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Oman,OMN,75.916,76.149,76.388,76.634,76.887,77.142,77.393,77.633,77.861,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Pakistan,PAK,65.562,65.849,66.117,66.36,66.577,66.77,66.947,67.114,67.273,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Panama,PAN,76.989,77.188,77.386,77.583,77.776,77.964,78.149,78.329,78.506,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Papua New Guinea,PNG,62.316,62.604,62.892,63.181,63.466,63.744,64.01,64.263,64.501,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Paraguay,PRY,72.86,73.068,73.274,73.473,73.662,73.836,73.992,74.131,74.254,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Peru,PER,74.697,74.981,75.258,75.529,75.792,76.044,76.286,76.516,76.736,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Philippines,PHL,69.984,70.149,70.315,70.481,70.644,70.802,70.952,71.095,71.231,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Poland,POL,76.69512195,76.74634146,77,77.60243902,77.45121951,77.85121951,77.75365854,77.60243902,77.85609756,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Portugal,PRT,80.47073171,80.37317073,80.72195122,81.12195122,81.12439024,81.12439024,81.42439024,81.32439024,80.68292683,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Puerto Rico,PRI,78.64065854,78.84758537,79.03434146,79.20246341,79.3534878,79.49497561,79.63453659,79.77819512,79.9285122,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Qatar,QAT,79.26,79.399,79.527,79.646,79.758,79.868,79.981,80.1,80.227,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Romania,ROU,74.4097561,74.41219512,75.06341463,74.9097561,74.91219512,75.2097561,75.3097561,75.35853659,75.45853659,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Russian Federation,RUS,69.68390244,70.07219512,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Rwanda,RWA,64.523,65.438,66.219,66.884,67.45,67.93,68.341,68.7,69.024,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Samoa,WSM,71.906,72.136,72.351,72.549,72.73,72.895,73.046,73.187,73.321,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,San Marino,SMR,..,85.41707317,..,..,..,..,..,..,..,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sao Tome and Principe,STP,67.885,68.306,68.695,69.052,69.377,69.67,69.933,70.17,70.385,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Saudi Arabia,SAU,74.089,74.254,74.402,74.533,74.651,74.761,74.874,74.998,75.133,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Senegal,SEN,64.898,65.448,65.939,66.37,66.747,67.078,67.38,67.665,67.941,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Serbia,SRB,74.53658537,74.83658537,75.18536585,75.33658537,75.28780488,75.68780488,75.53902439,75.8902439,75.68536585,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Seychelles,SYC,72.72439024,74.27560976,73.1195122,73.22926829,74.29512195,74.3097561,74.3,72.84146341,73.94390244,..
"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,Sierra Leone,SLE,50.234,51.018,51.731,52.372,52.941,53.444,53.895,54.309,54.696,..
