Series Name,Series Code,Country Name,Country Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CO2 emissions (kt),EN.ATM.CO2E.KT,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cyprus,CYP,7550,7020,6380,6750,6780,7150,7300,7230,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Czech Republic,CZE,110980,107170,102720,99750,100980,102860,103420,102480,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Denmark,DNK,43090,38210,39980,35760,33600,35380,33330,33380,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Djibouti,DJI,480,510,560,460,540,490,470,490,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominica,DMA,170,250,170,180,180,180,170,180,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominican Republic,DOM,20870,21640,21250,21320,23450,24460,23390,25120,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ecuador,ECU,35500,36630,39430,41200,40720,39010,37760,39530,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Egypt, Arab Rep.",EGY,201610,212410,210430,216650,225950,233960,238690,246260,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,El Salvador,SLV,6780,6770,6460,6590,7000,7170,6380,6810,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Equatorial Guinea,GNQ,9710,10010,9350,8090,7140,5600,5630,6670,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eritrea,ERI,580,630,650,680,650,660,720,800,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Estonia,EST,18050,16780,19190,17820,15370,15650,16280,16000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eswatini,SWZ,1020,1060,1550,960,1030,1230,1040,1090,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ethiopia,ETH,7540,8460,10280,12330,12880,14950,15460,16280,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fiji,FJI,1110,1030,1130,1310,1510,1740,1810,1900,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Finland,FIN,55120,49410,50190,46160,42820,45710,43010,44360,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,France,FRA,333530,336330,336630,304530,310520,312710,316360,309960,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gabon,GAB,5640,5830,5700,5500,5480,5710,4700,4610,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Gambia, The",GMB,450,460,440,520,530,530,540,570,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Georgia,GEO,6520,7190,7840,8470,9200,9650,9630,9460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Germany,DEU,746380,760020,777630,737490,742310,747150,732200,709540,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ghana,GHA,12210,14220,15010,14370,15130,14110,14780,16110,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greece,GRC,84550,80090,72480,69550,68010,66850,66800,65290,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Grenada,GRD,290,420,320,250,270,280,290,300,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guam,GUM,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guatemala,GTM,11740,12150,13010,13950,16340,17460,16510,18210,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea,GIN,2620,2490,2180,2240,2540,2830,2970,3120,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea-Bissau,GNB,250,250,260,280,280,300,300,310,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guyana,GUY,1830,2000,1980,2060,2050,2310,2320,2440,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Haiti,HTI,2800,2500,2730,3060,3320,3400,3370,3330,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Honduras,HND,8780,9140,9340,9460,9870,9400,9000,9770,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Hungary,HUN,46910,43430,40760,40630,43380,44480,46550,46390,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iceland,ISL,1890,1860,2030,2050,2060,2070,2170,2200,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,India,IND,1760800,1908570,1966810,2136870,2150220,2183280,2301440,2434520,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Indonesia,IDN,480460,486750,454320,490050,490840,494980,532920,583110,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Iran, Islamic Rep.",IRN,561730,571120,592480,610670,602230,605760,620780,629290,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iraq,IRQ,131030,151860,162550,168840,162190,172350,174290,188140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ireland,IRL,36360,37100,35720,35550,36990,38710,37530,37110,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Israel,ISR,69820,76060,67000,64710,66140,65260,66040,61970,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,396690,376750,346450,327490,337860,333340,329190,324850,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,7600,7110,7580,7400,7290,7750,7190,8510,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1212170,1252220,1260900,1219820,1181500,1171390,1151930,1106150,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,20760,24120,23800,25590,25360,24860,26100,24700,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,242190,241490,256340,205230,206640,223020,225560,220450,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,13030,12130,14100,15030,17090,18770,18890,18400,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,50,60,60,60,60,80,80,80,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People's Rep.",PRK,37040,38500,27820,31420,25300,30090,22380,18120,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,597290,598960,597640,586000,606510,614780,625350,630870,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,81160,83590,85260,83580,88040,89880,89720,89460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,7620,10060,9380,9710,10270,9700,9340,11000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,3040,3270,3910,4420,8660,15360,18510,18790,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,7900,7570,7450,7280,7320,7150,7120,7630,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,21180,23480,23240,24940,27050,27810,29280,27710,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,2210,2280,2290,2310,2230,2270,2440,2570,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,850,950,910,1220,1260,1410,1260,1320,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,38050,52300,54990,59700,53840,51180,56810,58940,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,180,190,190,160,160,150,160,140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,11840,11930,11330,10860,11070,11200,11220,11590,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,10930,10690,10150,9650,9130,8860,9000,9320,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,2190,2740,2930,3050,3320,3220,3500,3370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,1140,1120,1210,1100,1200,1360,1500,1570,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,201670,203280,219820,231680,232550,228640,222890,239620,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,1010,1140,1130,1360,1350,1750,1820,1910,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,3120,3110,3050,3120,3410,4420,5050,5620,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2570,2710,2370,2350,1650,1350,1520,1550,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,140,140,140,150,150,180,180,190,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,2190,2400,2200,2520,2950,2810,3800,4000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,3640,3730,3820,3950,3960,4040,4180,4130,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,480960,480710,469860,458320,472590,479250,471810,472140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,120,130,140,140,150,170,170,180,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,8350,8140,7180,7710,8020,8140,8160,8590,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mongolia,MNG,15730,17140,18380,18120,17300,18170,19470,21320,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Montenegro,MNE,2540,2330,2270,2220,2360,2110,2230,2520,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Morocco,MAR,57790,60150,59720,61160,63150,63080,65930,66680,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mozambique,MOZ,3200,3070,3460,4470,5640,5790,6020,6640,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,8580,11790,13590,17040,19010,21890,31400,32520,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,3320,3540,3820,4000,4270,4360,4330,4250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,40,40,50,50,50,60,70,70,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,5200,6000,6090,7130,6460,9340,11030,12030,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,158870,157520,157120,149890,158110,158270,155910,151170,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,30350,32010,31750,31790,32190,31180,32920,32210,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,4770,4690,4490,4760,5270,5380,5400,5210,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Niger,NER,1410,1890,1790,1980,1970,1970,2070,2290,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nigeria,NGA,102090,100680,110720,116200,108150,108420,112920,130670,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North Macedonia,MKD,9640,9130,8240,7780,7480,7390,7860,7370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Norway,NOR,40160,39110,38210,38280,38640,37950,36900,37350,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,52380,58650,60990,64470,68300,69540,69900,73370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,141640,143750,145100,153670,163590,180570,197700,208370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,220,210,220,220,220,260,270,290,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,9990,10460,10610,11280,10700,10770,10250,10140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,5150,4900,5230,5870,6430,7630,7700,7460,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,5220,5180,5300,5630,6370,7150,8000,8420,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,48580,48370,49520,52810,53820,56530,53990,54280,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,84470,88060,97800,104410,113670,124920,136590,142240,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,310590,303350,298330,285740,289050,299740,312820,312740,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,49870,48220,46560,45930,49850,48760,53330,49780,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,65770,73290,74600,80400,83310,85280,87680,90170,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,83950,81730,72010,71410,72900,71140,74100,74880,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,1661780,1666860,1624020,1606860,1557530,1530900,1557190,1607550,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,650,720,780,810,930,1050,1050,1080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,200,200,200,210,240,300,300,320,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,100,120,120,120,120,120,130,140,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,456670,488750,499380,536810,561140,556740,540700,514600,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,7570,7460,8010,8570,9280,9920,9570,9860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,50810,45450,46150,38720,45160,46240,46900,45540,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,400,450,410,460,500,540,590,620,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,770,890,1070,1180,940,960,970,1020,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,44770,43690,43920,44460,45500,46160,47430,47360,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,34130,32370,32940,30450,30750,31500,33580,33000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,15730,15170,14600,13170,13170,13930,14140,14050,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,350,360,390,340,310,360,350,370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,630,630,650,650,650,660,660,690,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,409120,426710,436870,447980,424880,425180,435140,433250,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,0,1420,1450,1530,1970,1730,1520,1380,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,274400,269270,242800,240960,256280,247030,263440,258340,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,15420,16830,14480,17600,20360,21930,23310,21630,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,260,350,230,230,240,250,240,260,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,380,520,320,360,380,350,370,390,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Vincent and the Grenadines,VCT,230,400,220,290,220,270,270,280,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sudan,SDN,15350,15210,14500,15330,17800,20480,20340,20200,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Suriname,SUR,1950,2440,2290,2640,2750,2310,2130,2080,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sweden,SWE,44590,42150,40550,39100,39200,38790,38330,36000,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Switzerland,CHE,41190,42470,43480,39730,39030,39610,38620,37480,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Syrian Arab Republic,SYR,55920,45990,30530,27070,26040,26460,29100,27910,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tajikistan,TJK,2540,2990,3160,4470,4760,5960,6370,7330,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tanzania,TZA,8160,9870,10810,10720,11690,10920,11360,11580,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Thailand,THA,234620,252070,262460,258660,263080,260720,260660,257860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,250,300,460,530,610,690,600,640,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,2510,2230,1750,1590,1820,2300,2070,2260,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,110,110,120,110,110,150,180,190,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,23190,22120,22730,21920,21260,18230,18190,17760,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,25720,26680,26770,28830,29670,28990,29890,29980,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkey,TUR,317720,328880,318170,340640,351590,374590,415900,412970,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,63410,66300,67780,69490,72080,72020,71960,71730,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,10,10,10,10,10,10,10,10,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,4160,3910,4270,4740,4860,5670,5840,6130,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,283520,277290,268600,237610,190870,201250,174840,185370,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,166320,175730,184100,183840,194040,199460,208250,200300,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,444420,467080,453060,414850,400370,378890,366380,358800,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,5172100,4950210,5089500,5102580,4982790,4888640,4813720,4981300,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,7610,8520,7360,6500,6590,6530,6080,6520,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uzbekistan,UZB,125040,111290,113130,105410,101530,107350,111380,112090,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Vanuatu,VUT,130,120,110,160,140,180,170,180,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Venezuela, RB",VEN,170180,183930,187680,188350,173880,162060,148740,138160,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Vietnam,VNM,149020,147270,153630,168560,209200,223870,222130,257860,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Yemen, Rep.",YEM,20690,19680,26350,26710,14210,10880,10060,9310,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zambia,ZMB,3060,4020,4240,4800,5070,5590,6990,7740,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Zimbabwe,ZWE,11490,12110,12360,12150,12400,10990,10230,12270,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Eastern and Southern,AFE,535604.3575,559333.8573,580510.925,601860.164,586385.004,592299.594,601323.3947,600351.1333,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Africa Western and Central,AFW,179070,181740,191990,198440,193060,195120,201900,224380,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Arab World,ARB,1564748.613,1675996.995,1706809.492,1784413.198,1828844.257,1846600.611,1865421.544,1863603.727,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Caribbean small states,CSS,41140,42870,41400,40210,39450,36580,35670,36920,..,..
